id,outcome,serve,rally,hitpoint,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,opponent.depth,opponent.distance.from.center,same.side,previous.hitpoint,previous.time.to.net,server.is.impact.player
7606,UE,2,10,F,30.02,-0.14,0.10,8.40,0,0,2.53,12.56,3.52,13.52,1.18,28.76,1.19,2.27,1.52,13.77,4.29,0,B,0.61,0
1649,UE,2,9,B,34.70,0.98,2.98,0.38,0,1,2.51,13.41,3.23,13.14,0.74,34.05,1.05,1.03,1.57,14.27,2.89,0,B,0.50,1
8514,UE,1,6,U,29.65,-0.55,0.81,9.97,0,0,3.57,9.93,1.11,13.15,2.66,17.14,0.70,2.33,2.03,3.91,0.93,1,V,0.23,0
3110,W,1,5,F,36.62,0.22,1.04,4.08,0,0,1.36,11.40,2.27,11.68,0.93,30.24,0.56,3.85,4.44,14.36,3.70,0,B,0.60,1
4359,UE,1,8,B,32.74,0.60,0.90,3.25,1,0,1.41,14.00,2.82,14.19,1.42,34.83,0.66,1.72,2.73,13.40,2.60,0,B,0.46,0
9349,UE,1,5,F,38.24,-0.07,0.84,7.25,0,0,0.23,13.17,2.03,13.28,1.84,27.87,1.09,4.11,3.32,15.12,4.01,0,B,0.64,1
4745,FE,1,4,B,15.54,2.52,0.14,1.99,1,1,3.71,15.38,2.76,14.61,0.87,36.94,0.49,0.83,1.22,10.95,0.64,1,F,0.33,0
5379,W,2,3,F,39.37,0.55,1.30,0.64,0,0,1.13,10.81,2.28,11.18,1.21,24.96,0.36,3.95,7.12,11.97,4.13,0,B,0.54,1
1154,FE,1,4,F,19.84,3.93,1.71,2.75,1,0,0.42,11.85,2.78,11.98,2.38,34.38,0.34,0.57,2.24,7.30,0.84,1,F,0.29,0
4644,UE,2,6,B,35.98,-0.10,2.54,7.04,0,0,0.58,12.81,1.48,13.01,0.93,34.61,0.47,1.77,4.14,14.86,2.13,1,F,0.50,0
5701,UE,2,4,B,24.68,1.74,0.26,3.15,1,0,2.10,13.15,0.41,12.58,1.61,30.59,1.52,3.03,1.37,13.91,1.25,1,F,0.56,0
5570,UE,1,5,F,27.57,1.61,1.56,2.67,1,0,1.08,12.00,1.07,11.54,2.05,29.89,0.55,3.61,4.78,14.65,2.68,0,B,0.57,1
4300,UE,1,7,B,30.98,-0.30,3.98,9.02,0,0,0.83,12.99,1.45,13.50,0.79,32.75,0.44,2.71,5.97,15.44,0.85,0,B,0.55,1
8650,FE,1,5,B,25.24,1.21,1.14,3.38,1,0,4.40,14.53,2.76,14.65,1.64,34.95,0.73,1.21,0.85,11.43,0.27,0,B,0.37,1
2871,UE,1,16,F,39.51,0.93,0.55,0.60,0,1,1.13,13.33,0.20,13.76,0.85,32.86,0.69,3.49,4.62,13.88,0.97,1,F,0.51,0
4686,UE,2,4,F,38.80,-0.02,0.64,6.86,0,0,2.31,10.85,0.42,12.37,1.32,22.02,1.88,3.59,5.02,13.39,0.31,1,F,0.80,0
952,UE,1,4,B,35.75,-0.04,1.45,7.14,0,0,1.51,12.79,0.81,13.66,2.04,22.24,1.31,3.56,1.59,12.29,5.30,0,F,0.67,0
412,UE,2,9,B,34.66,1.63,2.92,1.73,0,1,0.69,14.32,1.82,14.53,2.48,31.58,0.91,2.26,2.42,13.01,1.52,0,B,0.48,1
8277,UE,2,7,B,40.80,0.83,0.95,1.68,0,1,4.89,14.27,4.08,14.48,0.81,28.93,0.79,0.65,4.42,13.60,1.09,1,B,0.57,1
2242,UE,2,10,F,26.07,0.82,0.61,7.14,1,0,4.95,13.90,3.25,13.97,1.70,31.66,1.47,0.37,0.69,12.91,1.41,1,F,0.49,0
7294,UE,2,8,F,42.27,1.02,2.80,2.50,1,1,0.25,13.23,2.35,13.38,2.55,27.00,2.37,2.71,1.98,15.12,0.59,1,F,0.70,0
84,W,2,17,F,12.54,0.13,1.83,8.81,0,0,4.51,5.24,1.57,9.17,0.64,22.33,0.46,1.28,7.52,14.61,3.41,0,V,0.82,1
5031,W,2,4,F,35.72,0.51,0.76,4.54,0,0,4.39,14.56,2.14,12.02,1.44,23.85,1.41,2.96,0.13,12.79,1.87,0,F,0.66,0
5109,UE,2,8,F,36.22,0.86,0.50,0.64,0,1,3.61,13.01,2.12,13.80,1.40,34.31,0.33,2.37,5.39,13.59,1.53,1,F,0.48,0
1737,UE,2,3,F,29.54,1.72,0.56,1.32,0,1,2.01,12.42,2.60,11.10,1.09,27.60,0.26,3.95,7.00,11.83,2.77,0,U,0.48,1
6769,FE,2,3,B,23.92,-0.13,2.47,8.04,0,0,1.91,12.71,1.84,10.93,1.14,33.32,1.15,1.79,0.34,11.78,3.33,0,B,0.42,1
8848,W,1,5,B,24.62,0.52,2.18,4.60,0,0,2.38,4.46,0.12,6.70,0.68,33.72,1.16,3.02,8.08,14.48,2.42,1,V,0.52,1
456,W,1,3,F,37.31,0.05,1.18,4.93,0,0,1.44,11.34,0.89,11.28,0.55,27.28,0.75,4.10,4.04,13.05,2.40,0,B,0.57,1
2595,UE,1,3,B,30.62,-0.01,3.48,7.51,0,0,0.47,11.68,1.31,11.23,1.17,32.20,0.25,2.84,5.92,13.97,2.24,0,F,0.51,1
1003,UE,2,3,F,40.30,0.87,2.52,0.68,0,1,2.35,12.97,3.18,11.78,1.14,29.28,0.93,2.81,3.61,12.27,2.62,0,B,0.47,1
6278,W,1,5,F,42.17,0.37,0.62,1.34,0,0,4.37,12.87,4.48,13.10,0.11,28.72,0.94,0.72,5.24,12.99,2.80,0,F,0.55,1
7925,W,1,3,F,20.02,0.69,0.89,0.85,0,0,3.39,6.79,0.56,9.82,0.97,29.43,0.86,2.33,5.47,13.23,4.52,0,V,0.54,1
7928,W,2,6,V,32.28,0.79,1.42,9.46,0,0,6.18,12.42,1.22,13.96,4.77,16.62,0.80,2.32,2.33,6.11,0.78,0,B,0.40,0
1949,W,1,3,U,49.43,0.56,2.22,7.28,0,0,8.39,3.21,0.96,11.60,0.87,13.72,1.17,3.98,9.95,13.11,2.07,0,F,1.61,1
6985,W,1,3,B,37.04,0.43,1.25,0.47,0,0,4.80,7.83,3.89,11.69,1.04,17.95,0.73,1.38,8.56,12.73,4.21,0,B,0.93,1
2663,UE,1,10,B,32.83,0.91,0.73,1.38,1,0,2.41,11.77,2.30,12.67,0.07,22.73,0.44,1.85,3.44,10.77,1.87,0,B,0.55,0
4257,UE,2,6,F,36.52,-0.23,2.33,8.36,0,0,2.74,14.38,2.56,12.64,0.45,29.96,2.24,1.21,1.26,14.84,2.29,0,F,0.62,0
4617,UE,2,12,F,37.21,0.68,2.02,1.01,0,1,3.10,10.70,2.31,13.67,1.41,27.18,0.44,3.88,5.70,13.17,3.47,0,B,0.63,0
7616,W,1,3,F,13.42,0.63,2.28,8.47,0,0,1.66,9.44,1.88,10.95,1.20,22.82,0.44,3.49,7.76,13.68,2.12,0,F,0.73,1
2239,UE,2,15,F,35.49,1.69,0.43,1.36,1,1,2.17,14.00,0.90,13.43,1.19,34.84,1.12,2.23,0.66,14.29,1.21,0,B,0.49,1
5301,FE,1,4,F,33.97,-0.06,0.63,5.80,0,0,5.15,12.09,2.34,13.40,2.64,19.08,0.06,1.08,3.31,5.99,1.15,0,B,0.31,0
5185,UE,2,6,B,32.24,-0.04,0.28,6.67,0,0,1.82,14.38,2.18,13.81,0.45,35.11,0.83,1.35,2.23,14.07,0.49,1,F,0.48,0
808,UE,2,3,B,31.82,1.59,0.54,1.77,0,1,0.87,13.42,1.09,12.55,1.11,32.24,0.53,3.58,4.48,12.39,3.46,0,B,0.45,1
300,W,2,7,B,26.11,0.62,2.19,2.86,0,0,1.73,11.06,2.56,11.34,0.85,21.27,0.42,1.52,2.93,7.36,3.54,0,B,0.38,1
5417,W,1,8,F,40.29,0.16,0.66,3.80,0,0,4.08,13.97,2.51,13.12,1.48,35.41,0.67,1.61,3.19,13.03,0.35,1,U,0.43,0
8189,W,2,5,U,27.39,1.03,0.94,4.45,0,0,5.49,5.31,0.62,10.79,1.00,20.34,2.51,1.73,5.04,13.72,1.95,1,V,1.03,1
3812,UE,2,8,B,32.35,1.20,1.66,0.43,0,1,0.13,12.22,0.69,12.08,0.68,27.70,1.24,2.45,4.08,14.73,1.93,1,F,0.65,0
4564,W,2,7,B,13.95,0.21,1.35,8.29,0,0,7.10,7.28,1.69,14.37,1.91,17.99,0.55,3.08,8.17,12.94,3.28,0,B,0.94,1
2244,W,1,4,V,15.80,1.80,3.41,5.96,0,0,2.58,12.98,2.31,13.08,0.28,29.86,0.94,1.76,2.93,13.21,0.03,1,F,0.51,0
5885,UE,1,3,B,26.01,0.81,0.33,3.64,1,0,0.98,12.17,0.23,11.25,0.59,29.20,1.24,3.62,1.31,12.95,2.64,0,B,0.51,1
5362,W,2,8,F,24.00,0.39,1.24,1.52,0,0,4.79,6.07,0.71,10.85,0.35,25.77,0.85,3.61,6.44,15.06,2.44,1,V,0.73,0
64,W,2,5,F,36.34,0.39,1.25,4.70,0,0,1.18,12.69,2.43,12.63,1.25,26.77,1.20,3.28,4.72,13.79,1.31,0,B,0.64,1
2306,UE,2,4,B,11.48,-0.59,4.02,11.18,0,0,4.46,4.68,1.63,7.78,1.58,23.55,1.00,1.66,7.69,13.53,3.50,1,V,0.78,0
8937,W,2,5,U,37.05,-0.21,2.54,7.72,0,0,0.84,13.98,0.66,13.17,0.91,35.54,0.74,3.13,2.18,13.22,1.51,0,F,0.44,1
3071,UE,1,3,U,39.72,0.76,0.28,1.31,0,1,1.60,11.49,2.56,11.69,0.97,23.92,1.65,2.96,3.16,13.15,1.86,0,F,0.67,1
2146,UE,2,3,U,32.63,1.66,2.13,0.93,0,1,2.00,13.05,0.04,11.17,0.70,32.84,1.30,3.66,1.74,14.54,4.27,0,B,0.54,1
4839,UE,1,10,B,38.91,0.34,0.72,3.13,1,0,1.33,13.61,2.05,14.13,0.82,32.10,0.73,2.21,2.99,12.89,2.15,0,B,0.47,0
5658,W,1,9,B,31.78,-0.01,1.52,5.87,0,0,3.58,8.17,0.56,11.75,0.72,22.41,0.73,3.54,5.90,13.53,3.99,0,B,0.83,1
9139,UE,2,7,B,23.97,3.21,1.15,1.22,1,0,1.07,14.37,1.10,13.38,1.51,34.80,0.89,2.96,1.70,13.93,2.05,0,B,0.46,1
3515,UE,1,12,B,32.90,-0.16,1.32,7.27,0,0,4.38,12.45,3.79,14.33,0.17,29.42,1.06,0.66,3.04,13.23,2.70,1,B,0.58,0
6771,UE,1,18,F,38.06,1.23,1.12,0.90,0,1,0.98,13.48,1.19,13.98,2.03,30.83,0.89,3.62,3.10,14.13,2.19,0,B,0.53,0
7458,FE,1,3,F,31.71,0.46,0.86,3.16,1,0,2.33,13.07,0.71,11.51,1.02,30.79,1.16,2.34,0.12,12.71,2.24,0,F,0.47,1
1358,W,1,18,F,39.36,0.74,1.29,3.61,0,0,3.77,6.51,2.70,10.28,2.61,15.98,3.49,3.05,6.99,12.66,3.57,0,B,1.42,0
4244,UE,1,6,B,33.44,-0.13,4.08,7.77,0,0,0.77,15.01,0.84,15.07,1.61,31.68,1.19,2.93,0.74,13.12,2.38,0,B,0.48,0
478,FE,2,8,F,11.98,-0.95,0.41,0.07,1,0,6.93,15.85,4.15,14.72,2.70,32.96,0.80,1.17,2.17,12.94,1.42,1,U,0.45,0
1886,UE,1,12,B,31.30,-0.15,2.88,7.49,0,0,0.59,13.27,1.97,12.71,1.78,33.15,1.25,1.76,0.61,14.04,2.02,0,B,0.50,0
3644,FE,1,3,F,29.68,-0.05,1.72,5.52,0,0,1.72,12.51,0.48,10.85,0.93,29.01,1.10,3.03,0.19,12.26,4.71,0,F,0.47,1
396,UE,1,23,B,29.95,-0.15,2.70,8.26,0,0,3.67,14.31,2.98,14.74,0.67,33.36,0.10,2.58,6.84,10.37,1.45,1,B,0.35,1
3066,W,2,9,B,35.67,0.42,0.03,3.61,0,0,3.02,12.66,0.79,12.87,2.23,24.81,1.44,3.04,2.98,13.67,1.65,1,B,0.67,1
743,FE,1,30,B,32.50,0.33,0.80,3.36,1,0,0.00,2.16,3.08,2.16,3.08,37.16,0.38,1.33,3.57,9.69,1.84,1,B,0.29,0
13,FE,1,5,F,37.39,-0.40,1.04,8.63,0,0,4.81,15.15,3.05,14.08,1.64,36.08,0.82,0.51,2.63,14.25,1.50,0,F,0.46,1
3879,FE,2,8,F,31.74,-0.87,2.66,11.23,0,0,3.00,15.17,1.65,13.63,0.93,34.92,0.35,0.88,3.90,13.69,2.92,0,B,0.45,0
2433,W,1,5,F,23.29,0.15,2.04,4.28,0,0,2.84,5.77,0.46,8.53,0.21,38.62,0.61,2.79,6.32,16.14,2.63,0,V,0.51,1
733,FE,1,5,F,16.56,0.86,0.25,4.64,1,0,3.57,6.22,1.41,9.37,0.28,29.75,0.23,1.77,5.84,15.58,2.97,0,V,0.61,1
5129,UE,1,9,F,36.77,1.46,0.83,0.82,0,1,3.70,15.13,3.53,14.88,0.16,36.49,0.80,0.82,3.73,14.45,0.04,1,F,0.47,1
9118,FE,1,10,F,23.74,-0.44,3.89,10.13,0,0,4.74,15.18,2.17,13.51,2.27,38.82,0.45,0.63,2.76,14.92,3.51,0,B,0.45,0
5271,FE,1,4,V,22.85,3.52,0.48,0.14,0,1,1.12,15.74,2.84,15.05,1.96,33.18,0.31,0.99,3.86,10.04,0.57,0,F,0.33,0
8382,UE,1,11,B,39.09,0.86,2.37,0.40,0,1,2.27,13.80,1.38,13.66,0.88,34.46,0.63,1.79,2.25,13.12,2.10,0,F,0.44,1
6577,UE,1,3,F,34.04,1.99,2.17,7.46,1,1,4.03,7.70,3.40,11.21,1.40,18.89,1.41,2.84,6.77,13.46,4.42,0,B,0.94,1
2968,UE,1,3,F,34.68,1.14,2.29,0.48,0,1,1.77,12.93,0.59,11.19,0.30,26.75,1.61,2.63,0.67,13.25,2.96,0,B,0.59,1
6139,W,1,5,B,36.15,0.35,1.30,4.30,0,0,6.08,3.57,1.59,9.39,0.16,19.31,1.83,1.32,9.12,16.19,1.08,1,V,1.17,1
4960,FE,1,3,B,21.10,2.47,0.14,1.28,1,0,2.94,13.23,1.53,11.35,0.72,32.00,0.38,0.95,3.36,12.19,4.57,0,F,0.42,1
4655,FE,1,4,F,40.70,-0.19,0.90,4.70,1,0,5.33,12.94,4.63,13.05,0.70,26.72,0.66,0.13,5.30,12.43,0.54,1,F,0.55,0
6143,UE,2,3,F,36.32,0.54,1.35,2.61,0,0,0.79,12.75,1.37,12.26,0.75,22.97,1.09,2.24,2.17,11.61,1.90,0,B,0.59,1
3045,FE,1,4,B,31.22,0.43,0.05,3.65,1,0,4.10,14.25,4.92,15.02,0.89,35.11,0.14,1.67,6.21,10.35,3.04,0,B,0.34,0
6818,FE,1,5,F,19.77,-0.10,2.17,6.24,0,0,4.41,6.78,1.11,11.03,0.06,27.49,0.80,1.86,5.72,15.76,3.24,1,V,0.77,1
6023,UE,2,11,F,38.29,1.19,0.01,2.78,0,1,3.72,12.89,2.60,12.62,1.11,37.42,0.45,1.90,5.01,14.85,1.12,1,F,0.47,1
8807,W,1,4,F,30.58,0.48,0.43,4.26,0,0,3.85,12.25,0.84,12.80,2.98,20.16,0.23,2.34,3.65,6.26,1.85,0,B,0.32,0
5112,FE,1,9,F,26.37,2.26,1.31,8.66,0,0,2.05,13.16,3.62,14.11,1.81,40.02,0.12,1.57,5.33,12.95,3.19,0,F,0.38,1
5816,UE,2,4,B,30.36,1.49,3.94,0.24,0,1,2.00,12.99,0.20,12.25,2.05,32.14,0.31,3.94,3.66,13.02,0.76,1,B,0.46,0
2067,W,1,7,B,25.76,1.02,0.77,3.28,0,0,4.03,13.49,0.76,13.17,3.26,39.49,0.49,1.74,0.93,14.16,4.62,0,F,0.41,1
3963,W,2,3,F,39.46,-0.02,2.27,7.04,0,0,0.85,12.97,1.64,12.23,1.21,33.66,1.06,3.02,4.45,14.80,4.63,0,F,0.55,1
9222,W,1,3,F,39.76,0.30,1.41,5.52,0,0,5.67,5.72,0.05,11.38,0.41,13.95,1.17,3.25,9.07,13.12,2.49,0,B,1.32,1
7651,W,1,5,F,35.39,0.06,0.65,5.86,0,0,4.35,13.68,3.17,12.67,1.07,33.52,0.53,0.96,2.88,11.90,0.69,1,F,0.40,1
1187,UE,1,3,B,21.48,0.40,0.67,3.26,1,0,2.69,9.90,1.90,11.05,0.53,20.71,0.04,1.92,7.88,12.97,2.44,0,B,0.73,1
7304,W,2,9,F,12.02,0.55,0.89,7.92,0,0,2.50,6.07,0.86,8.46,0.12,34.69,0.36,4.07,6.08,15.88,2.67,0,V,0.56,1
3955,W,1,3,F,38.89,0.24,0.82,3.98,0,0,1.41,10.11,0.70,11.42,1.23,21.25,0.96,3.70,5.68,13.16,2.09,0,F,0.74,1
4813,FE,1,4,F,33.70,-0.66,1.07,9.81,0,0,5.15,15.35,2.03,13.77,2.88,32.31,0.31,1.11,3.03,7.33,2.93,0,F,0.23,0
2158,FE,1,6,B,37.09,-0.49,0.80,9.02,0,0,7.27,16.74,2.64,15.51,4.52,30.33,0.87,0.29,2.96,12.84,2.67,0,F,0.49,0
2523,W,1,7,U,44.14,0.56,1.01,8.06,0,0,3.70,3.65,2.20,2.12,1.17,16.84,2.78,1.92,2.45,13.61,2.08,1,V,0.32,1
1636,W,2,5,F,33.97,0.57,0.27,0.03,0,0,2.33,10.96,1.71,12.72,0.19,28.07,0.14,2.79,5.81,13.71,2.98,0,F,0.62,1
4168,UE,2,12,F,39.23,-0.13,2.17,6.78,0,0,1.31,13.82,2.78,14.06,1.50,37.22,0.85,1.66,2.58,14.44,3.03,0,F,0.46,0
1984,W,1,5,F,37.56,0.46,1.22,3.95,0,0,1.51,13.34,1.49,13.51,0.01,26.09,0.82,3.20,3.85,11.88,1.39,0,F,0.53,1
3163,FE,2,9,F,32.97,-0.22,0.75,6.66,0,0,5.97,12.79,2.75,13.90,3.12,26.09,0.29,1.00,3.20,12.98,2.93,0,B,0.57,1
8432,UE,1,4,F,35.43,-0.19,1.64,7.91,0,0,5.05,14.81,1.02,13.76,3.93,32.93,0.50,2.08,3.28,12.20,3.70,0,F,0.42,0
5484,UE,2,6,F,42.12,-0.12,0.63,6.36,0,0,4.59,14.98,2.63,15.00,1.96,38.43,0.67,1.41,3.51,14.19,0.20,1,F,0.44,0
2498,W,1,6,F,36.04,0.43,0.10,3.75,0,0,2.07,13.69,3.23,13.63,1.16,36.28,1.04,1.17,2.54,14.80,3.36,0,F,0.49,0
7632,UE,1,4,B,24.15,-0.02,3.35,7.49,0,0,2.73,14.11,2.87,14.03,0.14,31.65,0.95,0.95,1.15,11.67,1.68,0,F,0.43,0
6119,UE,2,5,F,33.09,-0.16,1.92,8.05,0,0,0.88,15.79,1.34,14.91,1.26,36.47,0.73,3.42,1.46,9.23,4.84,0,F,0.29,1
5546,FE,1,5,B,25.17,1.26,3.90,6.44,1,0,3.70,12.38,3.76,12.79,0.08,19.15,0.20,0.44,2.82,5.80,0.74,0,F,0.30,1
981,UE,1,5,F,24.28,2.45,0.68,3.89,1,0,2.45,11.54,3.84,12.25,1.50,26.75,0.54,1.86,2.10,13.63,3.69,0,B,0.62,1
2838,W,2,6,B,24.42,0.09,0.54,4.71,0,0,3.62,11.29,3.96,14.66,2.66,32.58,0.66,1.54,5.45,14.17,6.35,0,B,0.58,0
8184,W,2,12,U,29.59,0.72,1.78,0.87,0,0,2.80,10.60,2.45,13.10,1.20,25.20,0.31,2.79,5.70,12.74,4.61,0,F,0.66,0
2512,W,1,5,F,35.76,0.39,0.94,3.34,0,0,1.53,11.72,0.53,11.74,1.00,30.90,0.35,2.28,4.89,14.87,2.73,0,B,0.58,1
3478,UE,2,4,B,35.99,-0.10,2.98,7.03,0,0,3.67,13.54,1.84,12.64,1.72,32.49,0.54,2.01,4.63,13.87,1.12,1,F,0.51,0
740,UE,2,3,B,32.21,-0.03,1.32,6.22,0,0,1.89,12.86,2.62,12.71,0.73,38.69,0.35,2.72,5.45,13.80,5.69,0,F,0.44,1
8670,W,1,3,F,34.69,0.42,0.70,4.46,0,0,2.01,12.39,3.23,11.46,1.45,27.25,1.03,2.67,2.58,13.77,3.60,0,B,0.59,1
7917,W,1,5,B,9.45,0.08,1.83,9.26,0,0,6.57,3.67,0.27,10.19,0.44,19.00,1.12,3.78,8.46,15.85,3.19,0,V,1.15,1
198,FE,1,4,B,28.25,2.76,3.46,2.88,0,1,3.94,14.91,3.92,14.90,0.02,37.91,0.14,1.31,6.54,13.65,1.84,1,F,0.43,0
6624,UE,1,7,F,36.01,-0.08,2.49,7.10,0,0,2.39,13.12,3.65,14.51,1.71,35.09,0.36,1.28,4.47,13.26,1.80,0,F,0.45,1
6955,UE,2,7,F,36.31,1.19,0.82,0.72,0,1,2.32,14.30,3.78,14.59,1.49,39.20,0.29,2.09,5.46,12.78,3.75,0,F,0.38,1
6129,UE,2,6,F,41.22,-0.11,2.72,6.36,0,0,0.19,12.98,2.02,12.80,1.98,38.37,0.52,3.73,2.82,13.83,3.10,0,B,0.42,0
6149,W,2,5,F,41.56,0.29,1.88,4.55,0,0,1.86,13.08,0.85,12.78,0.98,24.56,1.24,1.92,4.41,14.05,1.86,0,B,0.69,1
2181,W,1,4,F,30.11,1.13,3.05,2.84,0,0,0.18,12.66,2.99,12.73,3.15,29.63,0.73,2.68,2.01,12.43,2.74,0,B,0.48,0
7548,UE,1,4,F,38.18,0.40,3.28,2.68,0,0,1.31,13.69,4.31,13.38,3.04,32.68,0.83,0.31,2.09,10.64,4.20,0,F,0.38,0
1344,UE,2,6,B,27.25,0.46,1.45,4.26,1,0,2.06,12.91,2.47,13.31,0.45,36.11,0.93,1.45,1.56,13.79,3.74,0,B,0.46,0
570,UE,2,9,U,22.67,-0.03,1.86,4.86,0,0,3.47,9.91,1.23,13.31,0.55,25.99,0.16,1.86,5.82,14.26,1.94,1,F,0.69,1
9055,W,2,6,F,39.98,0.08,0.90,3.91,0,0,0.38,14.56,1.89,14.51,2.26,35.56,0.63,1.27,4.40,12.58,0.39,0,F,0.50,0
5445,UE,1,3,B,28.05,0.58,2.36,4.74,0,0,1.38,12.86,1.29,11.55,0.85,34.15,0.60,2.63,3.38,13.15,2.01,0,F,0.45,1
2119,W,2,3,B,21.49,2.98,1.01,0.03,0,0,2.57,13.56,1.34,12.53,1.01,36.86,0.72,1.62,2.51,11.37,2.05,0,U,0.35,1
2952,UE,2,3,B,34.13,0.49,2.21,2.47,0,0,2.23,13.23,1.14,12.28,0.88,39.88,0.15,2.07,5.73,12.00,1.89,0,U,0.33,1
2980,UE,2,3,B,33.60,0.50,1.61,4.63,0,0,3.04,12.44,3.60,11.52,0.71,28.04,0.52,1.55,5.78,11.94,2.83,0,B,0.49,1
4333,UE,1,3,B,35.41,0.64,0.54,1.80,0,0,2.43,11.33,1.83,11.21,0.60,20.61,1.94,1.77,3.50,12.82,2.56,0,B,0.74,1
9029,FE,1,3,B,34.59,0.53,2.15,3.75,0,0,1.68,12.90,0.49,11.82,0.80,30.31,0.83,2.44,2.72,12.97,3.76,0,F,0.47,1
2415,W,1,3,F,40.01,0.38,0.89,3.49,0,0,3.73,10.50,3.30,11.22,0.37,18.96,2.02,2.54,3.36,13.31,2.38,0,B,0.86,1
668,W,1,3,F,33.99,0.76,1.24,3.18,0,0,2.32,13.00,0.75,11.39,0.91,29.23,0.98,2.50,2.18,13.47,2.32,0,F,0.54,1
2653,UE,2,3,B,25.71,1.09,3.41,2.33,0,0,3.33,13.75,2.14,12.14,0.78,32.75,0.88,1.05,1.65,12.37,2.09,0,F,0.42,1
7390,FE,1,4,B,39.47,0.60,0.49,0.26,0,1,5.94,13.82,2.59,12.77,3.25,27.38,0.18,2.11,4.42,9.51,0.03,0,B,0.36,0
6212,W,1,3,F,37.56,0.77,0.84,0.28,0,0,2.01,9.80,1.62,11.22,0.19,21.04,1.52,3.84,4.35,13.27,3.93,0,B,0.79,1
7580,W,1,3,B,34.05,0.28,0.99,2.45,0,0,4.86,11.39,4.20,11.01,0.65,23.97,0.70,0.07,5.95,13.27,2.71,0,B,0.66,1
4286,W,1,3,F,21.21,1.20,3.69,4.84,0,0,2.15,13.27,2.57,12.23,0.69,36.85,0.90,2.53,1.66,13.21,2.75,0,F,0.41,1
2622,W,1,3,B,35.08,0.25,0.93,4.39,0,0,1.08,10.84,0.46,11.31,0.52,22.24,1.75,2.96,3.62,13.39,2.28,0,B,0.73,1
9034,UE,1,3,F,33.47,1.05,2.80,1.40,0,0,2.29,13.78,0.75,11.49,0.79,31.36,1.19,2.81,0.81,12.81,3.54,0,F,0.49,1
8488,W,1,3,B,13.88,0.27,1.83,9.80,0,0,1.90,10.26,2.36,11.22,0.72,23.48,0.63,2.68,6.97,13.22,3.64,0,B,0.67,1
3176,UE,2,3,V,35.23,1.47,2.83,11.14,0,0,4.13,15.87,0.03,11.82,0.82,29.31,1.62,3.67,0.15,14.26,4.44,0,U,0.58,1
2781,W,1,14,F,29.71,0.85,2.50,8.64,0,0,0.13,2.62,0.57,2.54,0.68,14.11,1.62,3.56,9.76,5.58,2.78,1,V,0.50,0
121,FE,1,9,F,18.31,-0.17,1.60,8.15,0,0,10.23,6.14,2.54,14.88,2.77,12.55,0.32,0.78,9.04,9.63,4.01,0,B,0.88,1
6078,UE,2,15,B,33.40,-0.11,3.08,7.61,0,0,1.22,12.42,0.79,13.64,0.90,23.62,0.39,2.65,3.31,13.01,0.01,0,B,0.61,1
9243,UE,2,15,B,16.60,-0.04,0.81,9.58,0,0,3.79,12.90,1.41,14.00,2.22,24.52,1.03,2.69,1.98,15.29,2.28,1,B,0.75,1
8504,UE,1,5,F,32.09,1.73,1.85,1.04,1,0,2.31,13.19,1.11,13.04,1.19,33.66,0.68,2.80,4.31,15.46,1.24,1,F,0.54,1
213,FE,1,3,B,28.82,1.64,1.04,1.31,0,1,2.26,13.00,1.23,11.63,0.57,37.96,0.04,1.47,3.90,12.98,4.54,0,F,0.38,1
8672,UE,1,7,B,35.51,1.33,3.51,1.69,0,1,3.43,15.68,4.36,15.64,0.93,36.13,0.27,1.02,5.55,13.35,2.68,0,F,0.43,1
111,FE,2,13,F,36.77,1.30,0.44,0.69,0,1,3.75,16.48,2.35,15.58,1.29,32.46,0.18,0.91,3.85,9.85,1.55,0,B,0.31,1
401,FE,2,14,F,21.58,4.81,0.24,4.83,1,0,4.44,15.99,3.03,14.60,1.19,33.40,0.76,0.09,0.22,11.81,4.34,0,F,0.40,0
5888,UE,2,16,F,36.72,0.60,0.55,1.56,1,0,2.36,13.26,2.36,13.54,0.02,35.64,0.67,2.05,4.10,15.25,2.58,0,F,0.52,0
5669,FE,2,6,B,34.60,1.73,1.46,11.04,0,0,2.47,17.08,3.57,16.74,1.13,42.36,0.47,0.94,2.78,12.42,1.57,0,F,0.41,0
2477,FE,1,6,F,38.60,1.12,1.16,1.93,0,1,5.85,14.19,2.24,12.80,3.45,31.60,0.67,0.84,3.14,14.35,2.39,0,B,0.53,0
6125,W,1,6,F,33.08,0.31,1.61,4.51,0,0,8.54,7.31,1.28,14.43,3.44,13.64,1.13,2.45,6.87,9.25,0.87,0,B,0.81,0
2846,UE,1,3,B,29.15,-0.05,1.39,6.83,0,0,3.96,10.25,3.15,11.29,0.67,21.33,0.75,0.75,5.51,12.95,2.18,0,B,0.72,1
2947,UE,1,5,B,30.87,1.05,0.28,0.16,0,1,1.50,13.31,2.04,12.48,0.78,35.34,0.84,2.14,2.29,14.76,2.40,0,B,0.50,1
5707,W,1,7,B,14.34,0.88,3.21,4.84,0,0,1.09,3.36,1.95,3.19,0.88,34.81,0.72,0.81,8.66,12.80,2.41,1,V,0.44,1
