count,id,winner,forced.error,unforced.error,final.shot.won,server.is.impact.player,first.serve,rally,same.side,forehand,backhand,volley,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.forehand,previous.backhand,previous.volley,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,previous.time.to.net,opponent.depth,opponent.distance.from.center
745,2553,1,0,0,1,0,0,6,1,0,1,0,34.07,0.18,0.93,4.32,0,0,5.69,7.74,0.59,13.12,1.25,1,0,0,18.51,1.89,3.54,5.70,1.06,13.66,2.55
746,1223,0,1,0,0,0,0,8,1,1,0,0,36.13,1.06,0.98,1.06,0,1,2.68,13.07,1.13,12.66,1.52,1,0,0,31.10,0.75,2.74,3.51,0.52,13.65,1.20
747,1215,0,1,0,0,1,0,5,1,1,0,0,39.68,1.03,2.00,2.06,0,1,1.95,13.87,0.37,11.95,0.00,0,1,0,28.62,1.31,2.43,1.39,0.56,13.65,1.51
748,5957,0,1,0,0,1,0,5,1,1,0,0,25.38,0.80,1.49,1.56,0,1,2.30,10.47,0.10,12.70,0.48,0,1,0,22.77,0.06,3.01,6.56,0.70,13.47,1.61
749,2677,0,0,1,0,0,1,4,0,1,0,0,19.24,1.90,3.44,7.63,1,0,4.07,14.60,2.55,13.67,1.41,0,1,0,36.67,0.03,1.25,6.69,0.56,13.74,1.27
750,5191,0,1,0,0,1,1,13,1,1,0,0,38.48,-0.54,3.37,9.77,0,0,2.99,13.73,3.04,13.11,0.11,0,1,0,29.04,0.61,0.67,3.66,0.47,12.02,0.50
751,1617,0,1,0,0,0,1,6,0,0,1,0,14.84,0.70,0.55,8.64,1,0,1.39,12.26,0.33,13.32,0.58,0,1,0,29.00,0.65,4.07,4.69,0.56,13.56,1.36
752,4403,0,1,0,0,0,1,8,0,0,1,0,27.22,0.56,0.82,0.73,1,0,0.35,4.42,0.27,4.70,0.07,0,0,1,20.00,1.35,3.11,8.26,0.70,11.36,1.39
753,3646,0,1,0,0,1,1,5,1,1,0,0,22.44,-0.22,2.35,7.48,0,0,2.05,10.11,1.59,11.64,0.23,0,1,0,23.74,0.53,1.16,4.51,0.75,14.51,2.91
754,5582,0,0,1,0,0,0,6,1,0,1,0,22.75,4.39,0.06,5.12,1,0,2.96,14.74,2.85,13.22,0.30,1,0,0,38.59,0.19,0.68,4.16,0.39,13.36,1.10
755,5149,1,0,0,1,0,1,4,1,0,1,0,37.56,0.62,1.04,0.45,0,0,6.64,13.42,3.91,12.51,2.66,0,1,0,27.30,1.16,1.31,4.46,0.58,13.00,2.04
756,2815,1,0,0,1,0,1,8,0,1,0,0,42.70,0.56,0.77,1.54,0,0,4.30,8.68,2.00,12.56,0.16,0,1,0,17.88,2.34,3.83,6.94,1.16,15.18,2.54
757,519,1,0,0,1,0,0,12,1,0,1,0,18.21,0.34,2.95,5.92,0,0,1.68,4.31,0.01,5.87,0.63,0,0,1,20.26,1.11,3.19,8.18,0.50,8.34,3.70
758,2600,1,0,0,1,1,1,7,0,1,0,0,34.50,0.24,0.02,4.55,0,0,3.20,14.64,1.36,14.42,1.83,1,0,0,30.69,0.29,2.23,3.35,0.24,6.92,2.12
759,3330,1,0,0,1,1,1,5,1,1,0,0,35.39,0.27,1.08,4.26,0,0,1.14,10.87,0.68,10.94,0.46,1,0,0,24.31,1.21,2.97,4.51,0.73,15.01,2.06
760,5235,0,1,0,0,1,0,5,0,1,0,0,38.02,-0.11,2.97,7.19,0,0,3.34,12.79,3.69,13.25,0.38,1,0,0,29.93,1.24,0.51,2.71,0.59,14.43,3.02
761,36,0,1,0,0,0,1,4,0,0,1,0,29.60,1.66,0.10,0.44,0,1,1.96,13.72,2.42,13.70,0.45,1,0,0,35.92,0.48,1.81,3.94,0.44,13.25,2.15
762,1648,0,0,1,0,0,0,4,0,0,1,0,24.99,-0.01,2.38,6.31,0,0,3.31,14.82,1.72,13.59,1.35,1,0,0,34.42,0.10,0.75,4.96,0.35,10.90,3.78
763,2795,0,1,0,0,1,1,5,0,0,1,0,19.69,0.11,3.25,5.65,0,0,4.59,5.53,0.16,10.09,0.66,0,0,1,20.53,1.45,3.34,6.70,0.83,13.48,2.89
764,4336,0,0,1,0,1,0,7,0,1,0,0,33.60,-0.04,2.15,6.57,0,0,3.67,13.68,1.70,13.06,1.92,0,1,0,32.89,0.19,1.35,5.24,0.44,12.61,2.71
765,1560,1,0,0,1,1,1,3,0,1,0,0,34.94,0.04,0.56,5.40,0,0,0.49,11.12,0.72,11.40,1.12,1,0,0,27.62,0.43,3.37,6.14,0.54,12.54,2.87
766,6001,0,1,0,0,1,0,9,0,1,0,0,40.68,0.61,0.13,0.51,1,0,1.77,12.71,2.88,12.82,1.11,1,0,0,29.16,1.09,1.52,3.65,0.53,12.49,2.93
767,1938,0,1,0,0,1,1,7,0,0,1,0,34.16,-0.03,3.13,6.89,0,0,1.42,12.80,3.27,13.23,1.92,0,1,0,31.34,0.52,2.26,5.75,0.52,13.23,3.72
768,4996,0,1,0,0,1,1,9,1,1,0,0,31.00,-0.02,2.11,7.32,0,0,2.88,13.85,1.57,14.20,1.29,1,0,0,35.65,0.26,2.93,5.16,0.42,12.84,1.10
769,787,1,0,0,1,1,1,7,1,0,0,1,17.97,0.00,2.74,11.89,0,0,3.81,5.25,1.59,8.87,2.79,0,0,1,25.84,1.57,1.92,6.69,0.80,16.15,2.62
770,2213,0,1,0,0,0,0,8,0,0,1,0,22.47,-0.11,3.32,9.74,0,0,3.14,11.89,3.13,12.55,0.06,0,0,0,21.85,4.26,0.67,1.77,0.96,14.96,3.51
771,3433,0,1,0,0,1,1,7,1,0,1,0,29.19,-0.29,3.15,8.73,0,0,2.05,14.20,2.88,14.03,0.83,0,1,0,35.89,0.65,1.17,3.26,0.48,14.61,0.41
772,1344,0,1,0,0,0,0,8,0,0,1,0,25.09,-0.49,3.69,9.65,0,0,2.88,12.96,3.50,13.24,0.63,0,1,0,30.28,0.66,0.76,3.78,0.51,13.11,1.39
773,1967,0,1,0,0,1,0,9,0,1,0,0,38.74,0.60,0.15,2.70,1,0,1.69,11.31,0.56,13.00,0.70,0,1,0,21.00,3.74,3.42,3.28,0.99,15.42,1.05
774,1353,0,0,1,0,0,1,4,0,0,1,0,26.97,0.72,0.16,5.39,1,0,3.59,13.03,3.72,13.13,0.14,0,1,0,27.97,1.55,0.24,1.26,0.54,12.52,1.36
775,4984,0,1,0,0,1,1,3,0,1,0,0,35.43,0.39,0.16,4.31,1,0,2.06,11.47,2.81,10.78,0.86,0,1,0,26.53,0.47,3.74,5.50,0.52,11.98,4.14
776,1730,0,1,0,0,0,1,4,0,0,1,0,35.61,-0.25,2.40,8.17,0,0,0.89,13.84,1.58,13.07,1.13,1,0,0,31.86,1.35,2.23,1.28,0.48,12.91,2.25
777,1842,0,1,0,0,1,0,9,1,0,1,0,21.93,-0.23,1.71,8.14,0,0,2.04,12.77,2.56,13.93,0.88,1,0,0,24.40,0.23,1.27,3.41,0.50,10.72,0.66
778,4870,0,1,0,0,0,0,6,1,1,0,0,43.25,-0.05,1.37,7.26,0,0,1.45,12.73,0.64,11.49,0.11,0,1,0,20.27,3.55,3.35,1.11,0.97,14.32,2.43
779,6040,0,0,1,0,0,1,4,0,1,0,0,23.15,0.51,0.77,1.15,0,1,6.45,7.45,1.76,13.61,0.12,0,1,0,17.32,0.59,1.72,7.57,0.89,12.58,1.28
780,4458,0,1,0,0,1,1,3,0,1,0,0,40.51,-0.13,0.87,7.34,0,0,0.30,11.21,1.19,11.49,1.09,0,1,0,20.91,1.46,2.53,5.75,0.73,12.34,2.42
781,4231,0,0,1,0,0,1,4,0,1,0,0,17.02,0.74,1.60,0.32,0,1,8.73,5.52,2.17,13.43,1.52,0,1,0,13.62,0.02,1.62,9.81,0.97,10.99,2.24
782,1941,1,0,0,1,1,1,3,0,1,0,0,40.60,0.38,0.10,3.32,0,0,1.76,11.80,2.84,11.48,1.11,0,1,0,23.42,1.21,1.32,4.65,0.69,12.93,3.06
783,1398,0,1,0,0,0,1,4,0,1,0,0,33.94,1.21,2.16,0.94,0,1,1.37,12.73,3.69,12.57,2.33,1,0,0,31.32,0.71,0.95,4.40,0.54,13.82,1.94
784,1876,1,0,0,1,0,1,6,1,0,1,0,25.90,0.60,1.16,4.86,0,0,5.33,9.66,3.22,14.49,5.50,0,1,0,12.41,1.70,1.68,4.24,0.53,5.12,1.67
785,842,1,0,0,1,0,1,20,0,1,0,0,37.31,0.36,0.36,3.27,0,0,0.91,13.01,0.57,13.11,0.34,0,1,0,31.33,0.62,2.38,4.10,0.53,14.02,1.83
786,746,0,1,0,0,0,0,8,0,0,0,0,13.01,0.68,0.66,6.64,1,0,1.77,5.36,0.06,7.13,0.11,0,0,1,30.16,0.53,3.76,6.92,0.61,15.28,3.22
787,3617,0,1,0,0,0,1,4,0,1,0,0,36.15,-0.11,3.08,7.20,0,0,1.33,11.17,2.45,12.45,2.80,1,0,0,29.32,0.41,2.50,6.23,0.54,12.97,3.95
788,5626,0,1,0,0,0,1,4,0,0,1,0,35.85,-0.03,2.83,7.01,0,0,2.05,13.80,3.27,13.33,1.27,1,0,0,31.29,1.10,1.21,3.75,0.55,13.90,2.51
789,2263,1,0,0,1,0,1,8,0,0,1,0,38.54,0.55,0.71,0.39,0,0,2.91,12.79,3.71,13.71,0.95,0,1,0,29.70,0.72,2.01,5.49,0.53,12.59,4.08
790,1191,0,1,0,0,0,1,4,0,1,0,0,40.70,0.76,0.29,0.24,0,1,1.93,13.63,0.46,12.76,1.26,0,1,0,25.76,1.71,2.13,2.59,0.66,13.93,3.70
791,5592,0,0,1,0,1,1,17,0,0,1,0,26.50,-0.36,3.77,8.81,0,0,3.86,15.12,2.37,14.06,1.34,0,1,0,39.47,0.24,1.15,2.78,0.36,12.47,2.12
792,2534,0,1,0,0,0,0,6,0,0,1,0,25.10,-0.79,3.15,11.49,0,0,2.07,11.11,1.36,12.98,0.49,0,0,0,21.31,4.51,2.36,2.41,0.98,14.54,3.38
793,4121,0,1,0,0,1,1,3,0,1,0,0,30.46,1.39,0.35,2.47,1,0,3.39,13.92,3.38,11.47,1.05,1,0,0,31.01,1.22,2.33,1.42,0.52,13.50,3.37
794,2250,0,1,0,0,0,1,12,0,1,0,0,38.56,0.68,0.89,0.76,1,0,0.55,12.46,0.57,12.87,0.20,0,1,0,30.63,0.68,3.21,4.13,0.54,13.86,1.65
795,5313,0,0,1,0,1,0,5,1,1,0,0,27.03,-0.40,2.18,9.90,0,0,2.50,14.66,1.57,13.79,0.77,0,1,0,33.35,0.38,2.30,1.85,0.35,9.54,1.35
796,1732,1,0,0,1,1,1,3,0,1,0,0,39.80,0.21,0.78,3.89,0,0,1.63,11.94,0.41,11.30,1.09,0,1,0,20.01,2.44,2.39,1.82,0.82,12.82,4.59
797,407,0,0,1,0,0,1,4,1,0,1,0,31.16,2.03,2.60,2.96,0,0,1.47,13.94,1.86,13.53,0.45,0,1,0,37.34,0.26,2.07,3.66,0.38,12.38,0.11
798,431,0,1,0,0,0,1,4,0,1,0,0,28.85,1.58,3.25,0.64,0,1,1.44,12.65,2.03,12.09,3.36,1,0,0,32.33,0.52,2.98,1.81,0.43,12.42,1.41
799,3704,0,0,1,0,1,1,3,0,1,0,0,23.19,0.27,2.16,6.10,1,0,2.71,12.47,1.15,10.98,1.12,1,0,0,32.91,0.86,1.92,0.32,0.40,12.08,2.46
800,536,0,1,0,0,0,1,6,0,1,0,0,33.62,0.93,0.36,2.43,1,0,1.52,11.31,3.39,11.93,2.01,1,0,0,25.86,0.33,1.85,7.02,0.59,12.90,2.58
801,5672,0,1,0,0,0,0,4,0,0,1,0,30.86,0.55,0.08,2.21,1,0,1.12,12.50,1.29,11.46,1.73,1,0,0,29.58,0.90,2.50,2.33,0.49,12.42,2.69
802,494,0,1,0,0,1,0,3,0,0,1,0,32.72,0.97,1.31,1.97,0,1,0.78,11.35,0.43,11.59,0.31,1,0,0,27.45,0.45,2.87,6.07,0.51,12.45,0.96
803,3776,1,0,0,1,1,1,3,0,0,1,0,32.35,0.51,3.68,3.15,0,0,2.21,13.08,0.35,10.89,0.62,0,1,0,22.83,1.33,3.69,1.17,0.60,12.17,2.50
804,5951,1,0,0,1,0,0,6,0,1,0,0,29.05,-0.03,1.55,7.14,0,0,7.09,9.67,2.60,14.49,2.60,1,0,0,13.17,1.03,2.56,5.02,0.53,6.25,0.59
805,383,0,1,0,0,1,0,3,0,0,1,0,33.40,1.08,1.40,3.25,0,1,1.50,11.43,1.93,11.21,0.45,1,0,0,27.15,0.66,2.21,4.69,0.49,11.29,2.79
806,4350,1,0,0,1,1,1,5,0,0,1,0,29.42,0.26,1.44,1.83,0,0,2.79,8.89,3.15,11.56,2.33,0,1,0,23.27,0.36,1.73,6.45,0.73,13.37,4.45
807,1325,0,0,1,0,0,1,6,0,0,1,0,19.31,2.87,0.04,3.46,0,0,1.56,13.27,3.25,13.45,1.70,0,1,0,29.44,0.09,2.07,4.62,0.35,9.40,2.58
808,1720,0,0,1,0,0,1,6,0,0,1,0,24.86,1.61,3.70,0.01,0,0,1.56,14.79,2.15,13.77,0.96,0,1,0,31.80,1.09,1.89,0.59,0.48,13.09,1.79
809,1516,1,0,0,1,1,0,3,0,0,1,0,29.91,0.50,0.85,2.98,0,0,1.47,12.39,0.03,11.33,0.98,0,1,0,33.94,0.14,2.66,4.95,0.35,10.72,3.90
810,5863,1,0,0,1,0,0,8,0,1,0,0,36.74,0.54,0.82,3.35,0,0,6.47,5.92,2.35,11.01,1.63,0,1,0,15.97,2.75,0.95,7.13,1.37,13.85,1.43
811,5045,1,0,0,1,1,1,3,0,1,0,0,38.09,0.66,0.18,3.33,0,0,2.07,10.07,1.61,10.99,0.25,1,0,0,16.66,3.20,2.07,3.82,0.96,11.42,1.62
812,4172,0,0,1,0,0,1,4,1,0,1,0,26.81,0.35,0.75,3.64,1,0,2.06,13.19,1.91,12.79,0.12,0,1,0,33.01,0.68,1.65,0.41,0.36,10.55,1.31
813,2503,1,0,0,1,1,1,3,0,1,0,0,29.52,0.40,1.04,2.36,0,0,3.38,8.43,2.81,10.96,0.58,0,0,0,17.93,1.15,1.38,6.07,0.84,11.98,2.96
814,1934,0,1,0,0,1,0,5,0,1,0,0,35.28,0.39,1.08,4.39,0,0,3.96,9.23,1.00,13.18,0.63,1,0,0,18.57,3.59,2.63,4.71,1.04,13.68,3.35
815,5935,1,0,0,1,1,0,3,0,1,0,0,33.96,0.62,0.90,2.73,0,0,2.86,12.76,2.77,11.13,0.42,0,1,0,22.34,1.31,3.14,1.82,0.57,10.96,3.58
816,4764,0,1,0,0,0,1,4,0,1,0,0,33.07,1.24,2.06,1.74,0,1,2.57,12.42,0.71,11.45,3.08,1,0,0,32.37,0.10,3.46,5.20,0.41,12.03,1.45
817,4725,1,0,0,1,1,1,5,1,1,0,0,22.87,0.56,0.63,1.71,0,0,2.44,5.35,0.04,7.76,0.35,0,0,1,22.31,1.41,3.11,6.83,0.75,13.86,2.39
818,1853,0,1,0,0,0,1,6,0,0,1,0,33.84,1.01,0.34,2.06,1,1,2.01,12.15,0.85,13.45,0.68,1,0,0,28.97,2.15,2.22,3.25,0.63,15.19,4.31
819,2350,0,0,1,0,0,0,4,0,1,0,0,27.67,2.61,2.10,0.90,0,1,5.11,13.51,3.68,11.80,1.14,1,0,0,28.49,0.54,0.10,5.02,0.51,12.70,2.05
820,3668,0,1,0,0,0,0,4,1,1,0,0,30.94,0.26,0.59,5.33,1,0,2.50,12.26,2.15,11.56,0.26,1,0,0,27.08,0.55,2.08,4.77,0.54,12.81,1.68
821,5861,0,1,0,0,0,1,10,1,1,0,0,32.78,1.17,1.77,3.00,0,1,4.13,10.94,3.24,13.48,0.02,1,0,0,22.55,0.85,1.78,6.83,0.70,12.60,2.54
822,3899,0,1,0,0,1,0,5,0,0,1,0,22.98,0.01,0.62,7.54,1,0,0.66,14.24,1.37,13.59,1.26,0,1,0,31.15,0.75,2.56,1.09,0.45,12.58,1.78
823,947,0,0,1,0,0,1,6,0,0,1,0,14.01,-0.24,3.90,11.31,0,0,2.82,7.05,0.84,9.88,0.92,0,0,1,30.88,0.45,2.94,5.43,0.51,13.20,3.43
824,2919,0,0,1,0,0,1,10,0,1,0,0,33.49,-0.02,0.68,5.61,0,0,3.50,13.99,2.77,13.77,0.72,1,0,0,28.28,0.53,1.19,2.60,0.35,9.21,0.67
825,4798,1,0,0,1,1,0,3,0,1,0,0,37.59,0.19,0.56,4.63,0,0,2.73,12.72,1.92,11.23,0.38,0,1,0,19.77,2.00,3.47,1.62,0.73,12.41,1.51
826,5658,0,0,1,0,1,1,3,0,1,0,0,31.16,1.38,1.60,3.87,0,1,0.72,11.88,1.07,11.16,1.12,1,0,0,35.37,0.25,3.31,4.74,0.38,11.73,3.60
827,4027,0,0,1,0,0,0,6,0,1,0,0,13.80,-0.39,1.14,10.10,0,0,0.88,8.82,1.77,9.60,1.36,0,1,0,27.22,0.71,2.78,3.97,0.64,14.67,3.80
828,3076,0,0,1,0,1,1,5,1,1,0,0,19.37,-0.46,2.95,8.69,0,0,1.85,5.84,0.60,7.34,1.69,0,0,1,34.33,0.43,4.02,6.25,0.46,13.37,1.83
829,595,0,1,0,0,1,0,9,0,1,0,0,30.60,0.81,0.64,2.64,1,0,3.13,13.77,2.90,13.59,0.22,1,0,0,33.53,0.80,0.78,1.54,0.42,12.27,1.03
830,147,1,0,0,1,1,1,3,0,1,0,0,29.91,0.21,1.62,4.38,0,0,1.10,11.47,2.33,10.63,1.62,0,1,0,32.11,0.65,3.05,2.00,0.44,11.93,4.07
831,1669,1,0,0,1,1,0,9,1,1,0,0,28.08,0.12,0.70,4.85,0,0,9.08,7.12,2.38,13.53,4.04,1,0,0,13.36,1.36,1.75,6.78,0.64,6.66,2.78
832,270,1,0,0,1,0,1,10,1,0,1,0,32.76,0.22,1.61,4.00,0,0,3.17,12.34,1.96,12.86,1.17,0,1,0,25.48,1.17,1.84,2.04,0.49,11.05,1.61
833,491,1,0,0,1,1,1,5,0,1,0,0,31.84,0.34,0.18,2.54,0,0,3.53,9.71,4.17,12.32,1.80,0,1,0,20.34,0.73,2.32,5.19,0.68,11.12,3.08
834,5826,0,1,0,0,0,0,14,0,0,1,0,26.62,1.48,0.99,1.56,0,1,1.96,13.43,3.07,13.23,1.13,0,1,0,32.51,0.91,1.14,1.69,0.50,13.44,2.53
835,3548,1,0,0,1,0,1,12,0,1,0,0,34.36,0.86,0.36,1.10,0,0,2.11,13.17,0.17,13.42,1.93,1,0,0,34.19,0.79,2.96,1.96,0.47,13.30,3.07
836,226,0,0,1,0,1,0,5,0,1,0,0,22.49,4.53,0.52,0.58,0,1,3.93,13.35,2.21,13.15,1.72,0,1,0,17.31,0.69,1.34,0.83,0.30,4.89,0.79
837,526,1,0,0,1,1,1,5,0,0,1,0,15.62,2.22,0.07,1.09,0,0,2.33,6.49,1.09,8.64,0.20,0,0,1,15.66,0.56,2.61,5.87,0.41,6.10,2.16
838,4916,1,0,0,1,1,0,3,0,0,1,0,32.57,0.35,1.07,2.63,0,0,1.47,10.43,1.48,11.27,0.27,0,1,0,23.40,0.62,3.03,5.85,0.51,10.41,3.07
839,3034,0,0,1,0,1,0,5,0,1,0,0,23.15,4.94,0.28,4.53,1,1,2.85,12.06,2.00,11.23,0.72,1,0,0,20.43,0.48,1.19,1.17,0.30,5.95,2.49
840,5676,0,0,1,0,0,1,4,0,1,0,0,32.06,-0.30,2.34,8.73,0,0,4.28,13.63,2.30,13.23,1.97,1,0,0,33.96,0.51,1.62,2.87,0.36,10.96,0.28
841,4769,1,0,0,1,1,1,5,1,0,1,0,14.23,1.15,1.90,4.07,0,0,1.89,5.42,2.55,5.77,0.68,0,0,1,28.07,0.38,0.75,6.63,0.54,13.13,3.63
842,5077,0,1,0,0,1,1,5,0,1,0,0,25.09,1.57,0.69,3.52,1,0,3.18,12.26,3.36,13.47,0.42,1,0,0,29.42,0.13,2.48,7.54,0.50,12.51,2.65
843,1007,0,0,1,0,1,1,3,0,1,0,0,27.72,1.22,3.76,0.63,0,1,0.64,11.81,0.84,11.17,0.78,1,0,0,32.80,0.47,2.94,2.14,0.39,11.13,4.23
844,5897,0,1,0,0,1,1,3,0,0,1,0,34.11,0.72,2.61,1.88,0,1,2.60,9.34,2.18,11.25,0.42,1,0,0,20.56,0.64,2.06,6.22,0.69,12.02,3.03
845,1998,0,0,1,0,0,1,8,0,1,0,0,29.85,1.70,3.52,1.41,0,1,3.82,13.98,2.23,13.74,1.58,0,1,0,31.22,0.25,0.78,3.71,0.45,12.56,2.08
846,3000,0,1,0,0,1,0,7,1,0,1,0,32.63,0.79,0.81,0.18,0,1,3.20,12.22,1.61,12.13,1.59,0,1,0,23.64,1.16,2.38,1.90,0.72,13.75,1.60
847,6107,0,0,1,0,0,1,4,0,0,1,0,23.88,-0.12,3.86,7.34,0,0,3.26,13.65,2.42,13.33,0.82,0,1,0,33.72,0.74,1.07,1.72,0.43,12.89,0.56
848,4709,1,0,0,1,1,0,5,0,0,1,0,31.96,0.13,0.43,3.10,0,0,2.62,10.09,2.53,11.64,0.42,0,1,0,22.80,0.96,1.65,4.35,0.79,14.23,2.40
849,113,0,0,1,0,0,0,4,0,1,0,0,28.54,-0.07,3.18,7.42,0,0,1.89,12.47,2.71,10.60,2.44,1,0,0,26.53,1.42,0.81,1.40,0.55,12.37,0.32
850,5972,1,0,0,1,0,0,6,0,1,0,0,23.02,1.27,0.84,5.32,0,0,4.08,11.93,2.91,10.91,1.04,0,1,0,20.35,0.21,0.63,3.37,0.47,7.39,2.62
851,1907,0,1,0,0,1,0,5,0,1,0,0,30.80,0.95,0.39,0.67,0,1,3.92,10.83,3.79,12.86,0.43,0,1,0,19.91,0.44,0.54,4.71,0.61,10.82,0.92
852,285,0,0,1,0,1,0,3,0,0,1,0,21.07,2.85,1.68,1.22,0,1,1.04,12.55,1.99,11.91,1.18,0,1,0,34.57,0.41,2.04,3.89,0.35,10.72,2.55
853,1373,0,1,0,0,1,0,7,0,0,1,0,33.66,0.73,2.82,0.58,0,1,2.55,12.00,2.94,12.35,0.42,0,1,0,24.25,1.12,1.26,2.66,0.71,13.79,3.72
854,773,0,1,0,0,1,0,11,1,0,1,0,17.87,-0.26,0.52,9.99,0,0,4.17,12.93,2.73,15.60,0.48,1,0,0,29.85,0.68,2.52,5.17,0.54,13.61,3.58
855,5556,1,0,0,1,1,1,3,0,0,1,0,33.28,0.09,0.01,4.96,0,0,2.17,11.02,1.15,10.89,1.01,0,1,0,18.46,1.56,2.25,3.35,0.75,11.87,2.68
856,3302,0,0,1,0,0,0,4,0,0,1,0,30.25,1.20,2.15,3.16,0,1,3.13,13.57,3.85,13.16,0.75,0,1,0,30.62,0.34,1.10,4.46,0.39,10.71,0.62
857,5291,0,1,0,0,0,1,4,1,1,0,0,31.19,-0.01,3.07,7.83,0,0,4.63,14.81,2.00,14.19,2.59,1,0,0,32.33,0.58,2.29,4.05,0.42,11.99,0.01
858,4731,0,1,0,0,0,1,10,1,1,0,0,33.61,1.54,3.28,3.13,0,0,1.46,14.14,1.26,13.32,0.05,0,1,0,24.44,0.47,2.37,1.62,0.53,11.46,1.25
859,3857,0,1,0,0,1,1,3,0,0,1,0,34.18,0.06,0.14,5.01,1,0,2.00,12.47,2.18,11.57,0.39,1,0,0,28.96,0.53,2.05,5.87,0.62,14.61,1.69
860,1162,0,0,1,0,0,1,10,0,0,1,0,31.03,1.54,1.95,2.78,0,1,2.58,13.22,2.04,13.79,0.48,0,1,0,32.40,0.16,1.90,5.27,0.41,11.81,0.34
861,3129,1,0,0,1,0,1,6,0,0,1,0,31.27,0.16,1.79,5.32,0,0,2.51,10.42,0.27,12.93,0.26,0,0,0,28.00,0.83,2.90,5.45,0.67,14.53,2.78
862,4826,0,0,1,0,1,0,3,0,0,1,0,31.91,-0.95,3.85,9.79,0,0,2.89,13.90,1.35,12.42,1.13,0,1,0,31.04,0.36,1.74,4.71,0.42,11.78,3.51
863,2087,0,0,1,0,1,0,3,0,1,0,0,11.25,2.04,0.26,4.76,1,0,2.38,13.66,1.34,12.15,0.50,0,1,0,37.66,0.62,1.58,1.13,0.40,13.55,3.50
864,3074,0,0,1,0,0,1,8,0,0,1,0,25.03,1.19,3.59,3.07,1,0,3.35,13.08,3.73,13.94,0.50,0,1,0,33.50,0.62,0.89,3.02,0.47,13.09,2.35
865,4222,1,0,0,1,0,1,8,1,0,1,0,39.90,0.19,1.14,3.26,0,0,0.91,11.86,1.06,12.46,0.38,1,0,0,23.36,0.74,1.67,6.99,0.71,13.63,2.56
866,2357,0,1,0,0,1,1,3,0,1,0,0,27.68,2.88,2.36,2.83,0,1,1.86,13.26,2.03,11.59,1.21,1,0,0,27.20,2.20,1.91,1.38,0.67,13.66,5.42
867,4452,0,0,1,0,1,1,3,0,0,1,0,32.01,1.12,0.97,0.05,0,1,1.86,12.99,2.00,12.32,0.26,0,1,0,35.41,0.27,2.75,5.55,0.47,14.14,3.21
868,594,1,0,0,1,0,1,8,1,1,0,0,40.59,0.42,0.77,3.39,0,0,1.38,12.36,0.87,13.68,1.31,1,0,0,24.99,1.19,3.85,5.80,0.74,14.70,0.64
869,3848,1,0,0,1,0,1,14,0,0,1,0,36.28,0.12,0.81,5.95,0,0,1.68,12.93,0.97,14.10,0.24,1,0,0,28.33,1.59,2.02,3.81,0.67,15.00,2.70
870,3756,0,0,1,0,1,0,7,0,0,0,0,31.27,0.29,1.53,1.78,1,0,2.62,12.04,3.85,13.25,1.52,0,1,0,30.51,0.05,1.46,6.48,0.45,11.56,1.85
871,5108,0,0,1,0,1,0,3,0,0,1,0,21.25,-0.06,0.67,5.30,0,0,5.90,7.27,3.69,12.62,1.20,0,1,0,16.03,0.97,1.24,7.85,0.89,11.18,3.39
872,5001,0,0,1,0,1,1,3,0,0,0,0,33.42,0.78,1.86,1.06,0,1,0.86,12.25,1.88,11.57,1.34,0,1,0,35.18,0.59,2.54,2.92,0.47,13.63,4.45
873,2741,1,0,0,1,1,0,5,1,0,1,0,28.13,0.51,0.10,6.25,0,0,2.91,13.16,2.94,13.02,0.04,1,0,0,23.96,2.22,0.66,3.06,0.80,15.23,1.32
874,5407,1,0,0,1,1,1,7,0,1,0,0,31.65,0.41,0.22,3.39,0,0,3.78,8.90,1.79,12.66,1.46,0,0,0,23.10,0.33,3.59,7.97,0.81,14.49,3.91
875,3791,1,0,0,1,1,1,3,0,0,1,0,15.12,0.17,2.23,8.92,0,0,1.54,10.88,0.22,11.65,1.11,1,0,0,23.08,0.34,2.54,5.36,0.66,12.99,3.99
876,1550,1,0,0,1,1,0,5,0,1,0,0,32.01,0.73,0.44,3.98,0,0,2.59,12.00,3.02,13.28,0.77,1,0,0,26.10,1.20,1.57,4.29,0.65,13.66,3.05
877,3295,1,0,0,1,0,0,4,0,1,0,0,36.79,0.68,0.71,0.94,0,0,1.69,11.45,0.66,12.45,2.03,1,0,0,27.24,0.45,3.62,6.31,0.58,13.13,2.57
878,3489,0,0,1,0,1,1,3,0,1,0,0,13.69,2.54,3.57,0.67,0,0,2.28,14.05,0.42,11.80,0.79,1,0,0,31.46,1.46,3.57,0.18,0.53,14.22,2.58
879,1756,0,0,1,0,1,1,13,0,0,0,0,21.88,3.17,0.62,1.12,0,1,1.62,15.61,1.16,14.95,0.31,1,0,0,37.74,0.40,1.15,2.67,0.34,11.43,2.96
880,38,0,1,0,0,1,0,11,0,0,0,0,37.09,-0.45,1.06,9.01,0,0,5.15,14.89,3.55,13.20,1.31,1,0,0,30.98,0.94,0.66,3.54,0.52,13.37,0.24
